Index,Locus tag,Ra,Ra_UNIPROT,#Name,Accession,Start,Stop,Strand,GeneID,Locus,Protein product,Length,Protein Name
3261,Rv3269,mra:MRA_3310,A5U7U3,chromosome,NC_000962.3,3650234,3650515,+,888709,,NP_217786.1,93,hypothetical protein Rv3269
3262,Rv3270,mra:MRA_3311,A5U7U4,chromosome,NC_000962.3,3650526,3652682,+,888705,ctpC,NP_217787.1,718,manganese/zinc-exporting P-type ATPase
3263,Rv3271c,mra:MRA_3312,A5U7U5,chromosome,NC_000962.3,3652679,3653347,-,888716,,NP_217788.1,222,integral membrane protein
3264,Rv3272,mra:MRA_3313,A5U7U6,chromosome,NC_000962.3,3653448,3654632,+,888702,,NP_217789.1,394,hypothetical protein Rv3272
3265,Rv3273,mra:MRA_3314,A5U7U7,chromosome,NC_000962.3,3654637,3656931,+,888700,,NP_217790.1,764,transmembrane carbonic anhydrase
3266,Rv3274c,mra:MRA_3315,A5U7U8,chromosome,NC_000962.3,3656920,3658089,-,888731,fadE25,NP_217791.1,389,acyl-CoA dehydrogenase FadE25
3267,Rv3275c,mra:MRA_3316,A5U7U9,chromosome,NC_000962.3,3658114,3658638,-,888721,purE,NP_217792.1,174,N5-carboxyaminoimidazole ribonucleotide mutase
3268,Rv3276c,mra:MRA_3317,A5U7V0,chromosome,NC_000962.3,3658635,3659924,-,888720,purK,NP_217793.1,429,N5-carboxyaminoimidazole ribonucleotide synthase
3269,Rv3277,mra:MRA_3318,A5U7V1,chromosome,NC_000962.3,3659878,3660696,+,888729,,NP_217794.1,272,transmembrane protein
3270,Rv3278c,mra:MRA_3319,A5U7V2,chromosome,NC_000962.3,3660651,3661169,-,888724,,NP_217795.1,172,transmembrane protein
3271,Rv3279c,mra:MRA_3320,A5U7V3,chromosome,NC_000962.3,3661212,3662012,-,888726,birA,NP_217796.1,266,bifunctional biotin operon repressor/biotin-
3272,Rv3280,mra:MRA_3321,A5U7V4,chromosome,NC_000962.3,3662062,3663708,+,888725,accD5,NP_217797.1,548,propionyl-CoA carboxylase subunit beta
3273,Rv3281,mra:MRA_3322,A5U7V5,chromosome,NC_000962.3,3663689,3664222,+,888732,accE5,NP_217798.1,177,bifunctional protein acetyl-/propionyl-CoAcarboxylase subunit epsilon AccE
3274,Rv3282,mra:MRA_3323,A5U7V6,chromosome,NC_000962.3,3664219,3664887,+,888718,,NP_217799.1,222,hypothetical protein Rv3282
3275,Rv3283,mra:MRA_3324,A5U7V7,chromosome,NC_000962.3,3664928,3665821,+,888717,sseA,NP_217800.1,297,thiosulfate sulfurtransferase SseA
3276,Rv3284,mra:MRA_3325,A5U7V8,chromosome,NC_000962.3,3665818,3666249,+,887966,,NP_217801.1,143,hypothetical protein Rv3284
3277,Rv3285,mra:MRA_3326,A5U7V9,chromosome,NC_000962.3,3666357,3668159,+,887912,accA3,NP_217802.1,600,bifunctional protein acetyl-/propionyl-CoA carboxylase subunit alpha AccA
3278,Rv3286c,mra:MRA_3327,A5U7W0,chromosome,NC_000962.3,3668169,3668954,-,888727,sigF,NP_217803.1,261,RNA polymerase sigma factor SigF
3279,Rv3287c,mra:MRA_3328,A5U7W1,chromosome,NC_000962.3,3668951,3669388,-,887977,rsbW,NP_217804.4,145,anti-sigma factor RsbW
3280,Rv3288c,mra:MRA_3329,A5U7W2,chromosome,NC_000962.3,3669586,3669999,-,888735,usfY,NP_217805.1,137,hypothetical protein Rv3288c
3281,Rv3289c,mra:MRA_3330,A5U7W3,chromosome,NC_000962.3,3670034,3670411,-,888736,,NP_217806.1,125,transmembrane protein
3282,Rv3290c,mra:MRA_3331,A5U7W4,chromosome,NC_000962.3,3670445,3671794,-,887904,lat,NP_217807.1,449,L-lysine-epsilon aminotransferase
3283,Rv3291c,mra:MRA_3332,A5U7W5,chromosome,NC_000962.3,3671845,3672297,-,888728,lrpA,NP_217808.1,150,transcriptional regulator LrpA
3284,Rv3292,mra:MRA_3333,A5U7W6,chromosome,NC_000962.3,3672328,3673575,+,888734,,NP_217809.1,415,hypothetical protein Rv3292
3285,Rv3293,mra:MRA_3334,A5U7W7,chromosome,NC_000962.3,3673602,3675086,+,888733,pcd,YP_177953.1,494,piperideine-6-carboxylic acid dehydrogenase
3286,Rv3294c,mra:MRA_3335,A5U7W8,chromosome,NC_000962.3,3675186,3675995,-,3205051,,YP_177954.1,269,hypothetical protein Rv3294c
3287,Rv3295,mra:MRA_3336,A5U7W9,chromosome,NC_000962.3,3676066,3676731,+,887180,,NP_217812.1,221,TetR family transcriptional regulator
3288,Rv3296,mra:MRA_3337,A5U7X0,chromosome,NC_000962.3,3676775,3681316,+,887503,lhr,NP_217813.1,1513,ATP-dependent helicase
3289,Rv3297,mra:MRA_3338,A5U7X1,chromosome,NC_000962.3,3681320,3682087,+,887937,nei,NP_217814.1,255,endonuclease VIII
3290,Rv3298c,mra:MRA_3339,A5U7X2,chromosome,NC_000962.3,3682110,3683024,-,887984,lpqC,NP_217815.1,304,esterase LpqC
3291,Rv3299c,mra:MRA_3340,A5U7X3,chromosome,NC_000962.3,3683051,3685963,-,887500,atsB,NP_217816.1,970,arylsulfatase AtsB
3292,Rv3300c,mra:MRA_3341,A5U7X4,chromosome,NC_000962.3,3685983,3686900,-,887958,,NP_217817.1,305,hypothetical protein Rv3300c
3293,Rv3301c,mra:MRA_3342,A5U7X5,chromosome,NC_000962.3,3686912,3687577,-,887212,phoY1,NP_217818.1,221,phosphate transport system transcriptional regulator PhoY
3294,Rv3302c,mra:MRA_3343,A5U7X6,chromosome,NC_000962.3,3687685,3689442,-,887211,glpD2,NP_217819.1,585,glycerol-3-phosphate dehydrogenase
3295,Rv3303c,mra:MRA_3344,A5U7X7,chromosome,NC_000962.3,3689457,3690938,-,887659,lpdA,NP_217820.1,493,NAD(P)H quinone reductase LpdA
3296,Rv3304,mra:MRA_3345,A5U7X8,chromosome,NC_000962.3,3691141,3691620,+,887605,,NP_217821.1,159,hypothetical protein Rv3304
3297,Rv3305c,mra:MRA_3346,A5U7X9,chromosome,NC_000962.3,3691639,3692808,-,887545,amiA1,YP_177955.1,389,N-acyl-L-amino acid amidohydrolase AmiA
3298,Rv3306c,mra:MRA_3347,A5U7Y0,chromosome,NC_000962.3,3692805,3693989,-,887645,amiB1,YP_177956.1,394,amidase AmiB
3299,Rv3307,mra:MRA_3348,A5U7Y1,chromosome,NC_000962.3,3694054,3694860,+,887542,deoD,NP_217824.1,268,purine nucleoside phosphorylase
3300,Rv3308,mra:MRA_3349,A5U7Y2,chromosome,NC_000962.3,3694864,3696468,+,887541,pmmB,NP_217825.1,534,phosphomannomutase PmmB
3301,Rv3309c,mra:MRA_3350,A5U7Y3,chromosome,NC_000962.3,3696470,3697093,-,887944,upp,NP_217826.1,207,uracil phosphoribosyltransferase
3302,Rv3310,mra:MRA_3351,A5U7Y4,chromosome,NC_000962.3,3697198,3698097,+,887988,sapM,NP_217827.1,299,acid phosphatase
3303,Rv3311,mra:MRA_3352,A5U7Y5,chromosome,NC_000962.3,3698121,3699383,+,887533,,NP_217828.1,420,hypothetical protein Rv3311
3304,Rv3312c,mra:MRA_3353,A5U7Y6,chromosome,NC_000962.3,3699404,3700330,-,887939,,NP_217829.1,308,hypothetical protein Rv3312c
3305,Rv3312b,,,chromosome,NC_000962.3,3700356,3700526,-,19394686,,YP_009030045.1,56,hypothetical protein Rv3312b
3306,Rv3312A,mra:MRA_3354,A5U7Y7,chromosome,NC_000962.3,3700705,3701016,-,3205113,,YP_177957.1,103,pilin
3307,Rv3313c,mra:MRA_3355,A5U7Y8,chromosome,NC_000962.3,3701087,3702184,-,887994,add,NP_217830.1,365,adenosine deaminase
3308,Rv3314c,mra:MRA_3356,A5U7Y9,chromosome,NC_000962.3,3702184,3703467,-,887929,deoA,NP_217831.1,427,thymidine phosphorylase
3309,Rv3315c,mra:MRA_3357,A5U7Z0,chromosome,NC_000962.3,3703464,3703865,-,887975,cdd,NP_217832.1,133,cytidine deaminase
3310,Rv3316,mra:MRA_3358,A5U7Z1,chromosome,NC_000962.3,3704102,3704440,+,887969,sdhC,NP_217833.1,112,succinate dehydrogenase cytochrome B-556 subunit
3311,Rv3317,mra:MRA_3359,A5U7Z2,chromosome,NC_000962.3,3704437,3704871,+,887845,sdhD,NP_217834.1,144,succinate dehydrogenase hydrophobic membrane anchor subunit
3312,Rv3318,mra:MRA_3360,A5U7Z3,chromosome,NC_000962.3,3705000,3706772,+,887639,sdhA,NP_217835.1,590,succinate dehydrogenase flavoprotein subunit
3313,Rv3319,mra:MRA_3361,A5U7Z4,chromosome,NC_000962.3,3706772,3707563,+,887562,sdhB,NP_217836.1,263,succinate dehydrogenase iron-sulphur protein subunit
3314,Rv3320c,mra:MRA_3362,A5U7Z5,chromosome,NC_000962.3,3707642,3708070,-,887245,vapC44,NP_217837.1,142,ribonuclease VapC44
3315,Rv3321c,mra:MRA_3363,A5U7Z6,chromosome,NC_000962.3,3708074,3708316,-,887577,vapB44,NP_217838.1,80,antitoxin VapB44
3316,Rv3322c,mra:MRA_3364,A5U7Z7,chromosome,NC_000962.3,3708438,3709052,-,887520,,YP_177958.1,204,methyltransferase
3317,Rv3323c,mra:MRA_3365,A5U7Z8,chromosome,NC_000962.3,3709049,3709714,-,887578,moaX,YP_177959.1,221,MoaD-MoaE fusion protein MoaX
3318,Rv3324c,mra:MRA_3366,A5U7Z9,chromosome,NC_000962.3,3709715,3710248,-,887981,moaC3,NP_217841.3,177,cyclic pyranopterin monophosphate synthase accessory protein
3319,Rv3327,mra:MRA_3369,A5U802,chromosome,NC_000962.3,3711749,3713461,+,887965,,NP_217844.1,570,transposase fusion protein
3320,Rv3328c,mra:MRA_3370,A5U803,chromosome,NC_000962.3,3713394,3714332,-,887964,sigJ,NP_217845.1,312,ECF RNA polymerase sigma factor SigJ
3321,Rv3329,mra:MRA_3371,A5U804,chromosome,NC_000962.3,3714392,3715708,+,888028,,NP_217846.3,438,aminotransferase
3322,Rv3330,mra:MRA_3372,A5U805,chromosome,NC_000962.3,3715777,3716994,+,887607,dacB1,NP_217847.1,405,penicillin-binding protein DacB
3323,Rv3331,mra:MRA_3373,A5U806,chromosome,NC_000962.3,3717090,3718598,+,887504,sugI,NP_217848.1,502,sugar-transport integral membrane protein SugI
3324,Rv3332,mra:MRA_3374,A5U807,chromosome,NC_000962.3,3718595,3719746,+,887518,nagA,NP_217849.1,383,N-acetylglucosamine-6-phosphate deacetylase NagA
3325,Rv3333c,mra:MRA_3375,A5U808,chromosome,NC_000962.3,3719937,3720782,-,887632,,NP_217850.1,281,hypothetical protein Rv3333c
3326,Rv3334,mra:MRA_3376,A5U809,chromosome,NC_000962.3,3721257,3721697,+,887593,,NP_217851.1,146,MerR family transcriptional regulator
3327,Rv3335c,mra:MRA_3377,A5U810,chromosome,NC_000962.3,3721731,3722600,-,888029,,NP_217852.1,289,integral membrane protein
3328,Rv3336c,mra:MRA_3378,A5U811,chromosome,NC_000962.3,3722621,3723631,-,887559,trpS,NP_217853.1,336,tryptophan--tRNA ligase
3329,Rv3339c,mra:MRA_3380,A5U813,chromosome,NC_000962.3,3724615,3725844,-,888013,icd1,NP_217856.1,409,isocitrate dehydrogenase
3330,Rv3340,mra:MRA_3381,A5U814,chromosome,NC_000962.3,3726127,3727476,+,888037,metC,NP_217857.1,449,O-acetylhomoserine sulfhydrylase
3331,Rv3341,mra:MRA_3382,A5U815,chromosome,NC_000962.3,3727488,3728627,+,888030,metA,NP_217858.1,379,homoserine O-acetyltransferase
3332,Rv3342,mra:MRA_3383,A5U816,chromosome,NC_000962.3,3728624,3729355,+,888046,,NP_217859.1,243,methyltransferase
3333,Rv3343c,mra:MRA_3384,A5U817,chromosome,NC_000962.3,3729364,3736935,-,888033,PPE54,YP_177960.1,2523,PPE family protein PPE54
3334,Rv3344c,mra:MRA_3385,A5U818,chromosome,NC_000962.3,3736984,3738000,-,888115,PE_PGRS49,YP_177961.2,338,PE-PGRS family protein PE_PGRS49
3335,Rv3345c,mra:MRA_3385,A5U818,chromosome,NC_000962.3,3738158,3742774,-,888114,PE_PGRS50,YP_177962.1,1538,PE-PGRS family protein PE_PGRS50
3336,Rv3346c,mra:MRA_3386,A5U819,chromosome,NC_000962.3,3743198,3743455,-,888010,,NP_217863.1,85,transmembrane protein
3337,Rv3347c,mra:MRA_3387,A5U820,chromosome,NC_000962.3,3743711,3753184,-,888120,PPE55,YP_177963.1,3157,PPE family protein PPE55
3338,Rv3348,mra:MRA_3388,A5U821,chromosome,NC_000962.3,3753765,3754256,+,888110,,NP_217865.1,163,transposase
3339,Rv3349c,mra:MRA_3389,A5U822,chromosome,NC_000962.3,3754293,3755237,-,888126,,NP_217866.2,314,transposase
3340,Rv3350c,mra:MRA_3390,A5U823,chromosome,NC_000962.3,3755952,3767102,-,888113,PPE56,YP_177964.1,3716,PPE family protein PPE56
3341,Rv3351c,mra:MRA_3392,A5U825,chromosome,NC_000962.3,3767346,3768140,-,888109,,NP_217868.1,264,hypothetical protein Rv3351c
3342,Rv3352c,mra:MRA_3393,A5U826,chromosome,NC_000962.3,3768222,3768593,-,888104,,NP_217869.1,123,oxidoreductase
3343,Rv3353c,mra:MRA_3393A,A5U827,chromosome,NC_000962.3,3768736,3768996,-,888095,,NP_217870.2,86,hypothetical protein Rv3353c
3344,Rv3354,mra:MRA_3394,A5U828,chromosome,NC_000962.3,3769111,3769500,+,887643,,NP_217871.1,129,hypothetical protein Rv3354
3345,Rv3355c,mra:MRA_3395,A5U829,chromosome,NC_000962.3,3769514,3769807,-,887660,,NP_217872.1,97,integral membrane protein
3346,Rv3356c,mra:MRA_3396,A5U830,chromosome,NC_000962.3,3769804,3770649,-,888145,folD,NP_217873.1,281,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
3347,Rv3357,mra:MRA_3397,A5U831,chromosome,NC_000962.3,3770773,3771048,+,888135,relJ,NP_217874.1,91,antitoxin RelJ
3348,Rv3358,mra:MRA_3398,A5U832,chromosome,NC_000962.3,3771045,3771302,+,888139,relK,NP_217875.1,85,toxin RelK
3349,Rv3359,mra:MRA_3399,A5U833,chromosome,NC_000962.3,3771344,3772534,+,887668,,NP_217876.1,396,oxidoreductase
3350,Rv3360,mra:MRA_3400,A5U834,chromosome,NC_000962.3,3772651,3773019,+,888136,,NP_217877.1,122,hypothetical protein Rv3360
3351,Rv3361c,mra:MRA_3401,A5U835,chromosome,NC_000962.3,3773016,3773567,-,888130,,NP_217878.1,183,hypothetical protein Rv3361c
3352,Rv3362c,mra:MRA_3402,A5U836,chromosome,NC_000962.3,3773574,3774155,-,888088,,NP_217879.1,193,ATP/GTP-binding protein
3353,Rv3363c,mra:MRA_3403,A5U837,chromosome,NC_000962.3,3774136,3774504,-,888090,,NP_217880.1,122,hypothetical protein Rv3363c
3354,Rv3364c,mra:MRA_3404,A5U838,chromosome,NC_000962.3,3774482,3774874,-,888085,,NP_217881.1,130,hypothetical protein Rv3364c
3355,Rv3365c,mra:MRA_3405,A5U839,chromosome,NC_000962.3,3774871,3777501,-,887652,,NP_217882.1,876,hypothetical protein Rv3365c
3356,Rv3366,mra:MRA_3406,A5U840,chromosome,NC_000962.3,3777737,3778201,+,887648,spoU,NP_217883.1,154,tRNA/rRNA methylase SpoU
3357,Rv3367,mra:MRA_3407,A5U841,chromosome,NC_000962.3,3778568,3780334,+,887404,PE_PGRS51,YP_177965.1,588,PE-PGRS family protein PE_PGRS51
3358,Rv3368c,mra:MRA_3408,A5U842,chromosome,NC_000962.3,3780335,3780979,-,887641,,NP_217885.1,214,oxidoreductase
3359,Rv3369,mra:MRA_3409,A5U843,chromosome,NC_000962.3,3780978,3781412,+,887669,,NP_217886.1,144,hypothetical protein Rv3369
3360,Rv3370c,mra:MRA_3410,A5U844,chromosome,NC_000962.3,3781501,3784740,-,887259,dnaE2,NP_217887.3,1079,error-prone DNA polymerase
3361,Rv3371,mra:MRA_3411,A5U845,chromosome,NC_000962.3,3784932,3786272,+,888053,,NP_217888.1,446,diacyglycerol O-acyltransferase
3362,Rv3372,mra:MRA_3412,A5U846,chromosome,NC_000962.3,3786314,3787489,+,888137,otsB2,NP_217889.1,391,trehalose 6-phosphate phosphatase
3363,Rv3373,mra:MRA_3413,A5U847,chromosome,NC_000962.3,3787726,3788367,+,888123,echA18,NP_217890.1,213,enoyl-CoA hydratase
3364,Rv3375,mra:MRA_3415,A5U849,chromosome,NC_000962.3,3788621,3790048,+,888064,amiD,NP_217892.1,475,amidase
3365,Rv3376,mra:MRA_3416,A5U850,chromosome,NC_000962.3,3790156,3790809,+,888066,,NP_217893.1,217,phosphatase
3366,Rv3377c,mra:MRA_3417,A5U851,chromosome,NC_000962.3,3790848,3792353,-,888073,,NP_217894.1,501,type B diterpene cyclase
3367,Rv3378c,mra:MRA_3418,A5U852,chromosome,NC_000962.3,3792358,3793248,-,888075,,NP_217895.1,296,diterpene synthase
3368,Rv3379c,mra:MRA_3419,A5U853,chromosome,NC_000962.3,3793257,3794867,-,888080,dxs2,NP_217896.1,536,1-deoxy-D-xylulose 5-phosphate synthase
3369,Rv3382c,mra:MRA_3422,A5U856,chromosome,NC_000962.3,3796448,3797437,-,887953,,YP_177967.1,329,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
3370,Rv3383c,mra:MRA_3423,A5U857,chromosome,NC_000962.3,3797437,3798489,-,887680,idsB,NP_217900.1,350,polyprenyl synthetase IdsB
3371,Rv3384c,mra:MRA_3424,A5U858,chromosome,NC_000962.3,3799243,3799635,-,887432,vapC46,NP_217901.1,130,ribonuclease VapC46
3372,Rv3385c,mra:MRA_3425,A5U859,chromosome,NC_000962.3,3799635,3799943,-,887429,vapB46,NP_217902.1,102,antitoxin VapB46
3373,Rv3386,mra:MRA_3426,A5U860,chromosome,NC_000962.3,3800092,3800796,+,888044,,NP_217903.1,234,transposase
3374,Rv3387,mra:MRA_3427,A5U861,chromosome,NC_000962.3,3800786,3801463,+,887820,,NP_217904.1,225,transposase
3375,Rv3388,mra:MRA_3428,A5U863,chromosome,NC_000962.3,3801653,3803848,+,888151,PE_PGRS52,YP_177968.1,731,PE-PGRS family protein PE_PGRS52
3376,Rv3389c,mra:MRA_3428A,A5U862,chromosome,NC_000962.3,3803919,3804791,-,887923,htdY,NP_217906.1,290,3-hydroxyacyl-thioester dehydratase HtdY
3377,Rv3390,mra:MRA_3429,A5U864,chromosome,NC_000962.3,3804865,3805575,+,887627,lpqD,NP_217907.1,236,lipoprotein LpqD
3378,Rv3391,mra:MRA_3430,A5U865,chromosome,NC_000962.3,3805621,3807573,+,887950,acrA1,NP_217908.1,650,acyl-CoA-reductase AcrA
3379,Rv3392c,mra:MRA_3431,A5U866,chromosome,NC_000962.3,3807574,3808437,-,887961,cmaA1,NP_217909.1,287,cyclopropane mycolic acid synthase CmaA
3380,Rv3393,mra:MRA_3432,A5U867,chromosome,NC_000962.3,3808461,3809387,+,887625,iunH,NP_217910.1,308,nucleoside hydrolase
3381,Rv3394c,mra:MRA_3433,A5U868,chromosome,NC_000962.3,3809442,3811025,-,887945,,NP_217911.1,527,hypothetical protein Rv3394c
3382,Rv3395c,mra:MRA_3434,A5U869,chromosome,NC_000962.3,3811022,3811636,-,887960,,NP_217912.2,204,hypothetical protein Rv3395c
3383,Rv3395A,mra:MRA_3435,A5U870,chromosome,NC_000962.3,3811719,3812345,+,3205044,,YP_177969.1,208,membrane protein
3384,Rv3396c,mra:MRA_3436,A5U871,chromosome,NC_000962.3,3812501,3814078,-,887412,guaA,NP_217913.1,525,GMP synthase
3385,Rv3397c,mra:MRA_3437,A5U872,chromosome,NC_000962.3,3814090,3814998,-,887911,phyA,NP_217914.1,302,phytoene synthase
3386,Rv3398c,mra:MRA_3438,A5U873,chromosome,NC_000962.3,3815027,3816106,-,887919,idsA1,YP_177970.1,359,multifunctional dimethylallyltransferase/geranyltranstransferase/farnesyltranstransferase
3387,Rv3399,mra:MRA_3439,A5U874,chromosome,NC_000962.3,3816129,3817175,+,887938,,NP_217916.1,348,S-adenosylmethionine-dependent methyltransferase
3388,Rv3400,mra:MRA_3440,A5U875,chromosome,NC_000962.3,3817239,3818027,+,887918,,NP_217917.1,262,hydrolase
3389,Rv3401,mra:MRA_3441,A5U876,chromosome,NC_000962.3,3818042,3820402,+,887928,,NP_217918.1,786,glycosyl hydrolase
3390,Rv3402c,mra:MRA_3442,A5U877,chromosome,NC_000962.3,3820653,3821891,-,887910,,NP_217919.1,412,hypothetical protein Rv3402c
3391,Rv3403c,mra:MRA_3443,A5U878,chromosome,NC_000962.3,3822262,3823863,-,887907,,NP_217920.1,533,hypothetical protein Rv3403c
3392,Rv3404c,mra:MRA_3444,A5U879,chromosome,NC_000962.3,3823880,3824584,-,887902,,NP_217921.1,234,hypothetical protein Rv3404c
3393,Rv3405c,mra:MRA_3445,A5U880,chromosome,NC_000962.3,3824702,3825268,-,887940,,NP_217922.1,188,HTH-type transcriptional regulator
3394,Rv3406,mra:MRA_3446,A5U881,chromosome,NC_000962.3,3825330,3826217,+,887955,,NP_217923.1,295,dioxygenase
3395,Rv3407,mra:MRA_3447,A5U882,chromosome,NC_000962.3,3826252,3826551,+,887505,vapB47,NP_217924.1,99,antitoxin VapB47
3396,Rv3408,mra:MRA_3448,A5U883,chromosome,NC_000962.3,3826548,3826958,+,887900,vapC47,NP_217925.1,136,ribonuclease VapC47
3397,Rv3409c,mra:MRA_3449,A5U884,chromosome,NC_000962.3,3826991,3828727,-,887502,choD,NP_217926.1,578,cholesterol oxidase
3398,Rv3410c,mra:MRA_3450,A5U885,chromosome,NC_000962.3,3828783,3829910,-,887510,guaB3,NP_217927.1,375,oxidoreductase
3399,Rv3411c,mra:MRA_3451,A5U886,chromosome,NC_000962.3,3829930,3831519,-,887498,guaB2,NP_217928.1,529,inosine-5\\'-monophosphate dehydrogenase
3400,Rv3412,mra:MRA_3452,A5U887,chromosome,NC_000962.3,3831726,3832136,+,887499,,NP_217929.1,136,hypothetical protein Rv3412
3401,Rv3413c,mra:MRA_3453,A5U888,chromosome,NC_000962.3,3832146,3833045,-,887925,,NP_217930.1,299,anti-sigma-D factor RsdA
3402,Rv3414c,mra:MRA_3454,A5U889,chromosome,NC_000962.3,3833038,3833676,-,887594,sigD,NP_217931.1,212,ECF RNA polymerase sigma factor SigD
3403,Rv3415c,mra:MRA_3455,A5U890,chromosome,NC_000962.3,3833694,3834521,-,887599,,NP_217932.1,275,hypothetical protein Rv3415c
3404,Rv3416,mra:MRA_3456,A5U891,chromosome,NC_000962.3,3834892,3835200,+,887598,whiB3,NP_217933.1,102,redox-responsive transcriptional regulator WhiB3
3405,Rv3417c,mra:MRA_3457,A5U892,chromosome,NC_000962.3,3835272,3836891,-,887877,groEL1,NP_217934.1,539,chaperonin GroEL
3406,Rv3418c,mra:MRA_3458,A5U893,chromosome,NC_000962.3,3836986,3837288,-,887583,groES,NP_217935.1,100,chaperonin GroES
3407,Rv3419c,mra:MRA_3459,A5U894,chromosome,NC_000962.3,3837555,3838589,-,887595,gcp,NP_217936.1,344,O-sialoglycoprotein endopeptidase
3408,Rv3420c,mra:MRA_3460,A5U895,chromosome,NC_000962.3,3838586,3839062,-,887555,rimI,NP_217937.1,158,ribosomal-protein-alanine acetyltransferase RimI
3409,Rv3421c,mra:MRA_3461,A5U896,chromosome,NC_000962.3,3839059,3839694,-,887532,,NP_217938.1,211,hypothetical protein Rv3421c
3410,Rv3422c,mra:MRA_3462,A5U897,chromosome,NC_000962.3,3839691,3840197,-,887557,,NP_217939.1,168,tRNA threonylcarbamoyladenosine biosynthesis protein
3411,Rv3423c,mra:MRA_3463,A5U898,chromosome,NC_000962.3,3840194,3841420,-,887634,alr,NP_217940.1,408,alanine racemase
3412,Rv3424c,mra:MRA_3464,A5U899,chromosome,NC_000962.3,3841714,3842076,-,887618,,NP_217941.1,120,hypothetical protein Rv3424c
3413,Rv3425,mra:MRA_3465,A5U8A0,chromosome,NC_000962.3,3842239,3842769,+,887635,PPE57,YP_177971.1,176,PPE family protein PPE57
3414,Rv3426,mra:MRA_3466,A5U8A1,chromosome,NC_000962.3,3843036,3843734,+,887622,PPE58,YP_177972.1,232,PPE family protein PPE58
3415,Rv3427c,mra:MRA_3467,A5U8A2,chromosome,NC_000962.3,3843885,3844640,-,887631,,NP_217944.1,251,transposase
3416,Rv3428c,mra:MRA_3468,A5U8A3,chromosome,NC_000962.3,3844738,3845970,-,887621,,NP_217945.1,410,transposase
3417,Rv3429,mra:MRA_3469,A5U8A4,chromosome,NC_000962.3,3847165,3847701,+,887630,PPE59,YP_177973.1,178,PPE family protein PPE59
3418,Rv3430c,mra:MRA_3470,A5U8A5,chromosome,NC_000962.3,3847642,3848805,-,887615,,NP_217947.1,387,transposase
3419,Rv3430a,,,chromosome,NC_000962.3,3848844,3848999,-,19394687,,YP_009030046.1,51,hypothetical protein Rv3430a
3420,Rv3432c,mra:MRA_3473,A5U8A8,chromosome,NC_000962.3,3850372,3851754,-,887580,gadB,NP_217949.1,460,glutamate decarboxylase GadB
3421,Rv3433c,mra:MRA_3474,A5U8A9,chromosome,NC_000962.3,3851792,3853213,-,887571,,NP_217950.1,473,bifunctional ADP-dependent (S)-NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
3422,Rv3434c,mra:MRA_3475,A5U8B0,chromosome,NC_000962.3,3853215,3853928,-,887573,,NP_217951.1,237,transmembrane protein
3423,Rv3435c,mra:MRA_3476,A5U8B1,chromosome,NC_000962.3,3853939,3854793,-,887564,,NP_217952.1,284,transmembrane protein
3424,Rv3436c,mra:MRA_3477,A5U8B2,chromosome,NC_000962.3,3855015,3856889,-,887568,glmS,NP_217953.1,624,glucosamine--fructose-6-phosphate aminotransferase
3425,Rv3437,mra:MRA_3478,A5U8B3,chromosome,NC_000962.3,3856911,3857387,+,887567,,NP_217954.1,158,transmembrane protein
3426,Rv3438,mra:MRA_3479,A5U8B4,chromosome,NC_000962.3,3857397,3858239,+,887561,,NP_217955.1,280,hypothetical protein Rv3438
3427,Rv3439c,mra:MRA_3480,A5U8B5,chromosome,NC_000962.3,3858259,3859662,-,887565,,NP_217956.1,467,hypothetical protein Rv3439c
3428,Rv3440c,mra:MRA_3481,A5U8B6,chromosome,NC_000962.3,3859665,3859976,-,887592,,NP_217957.1,103,hypothetical protein Rv3440c
3429,Rv3441c,mra:MRA_3482,A5U8B7,chromosome,NC_000962.3,3860024,3861370,-,887589,mrsA,NP_217958.1,448,phosphoglucosamine mutase
3430,Rv3442c,mra:MRA_3483,A5U8B8,chromosome,NC_000962.3,3861495,3861950,-,887488,rpsI,NP_217959.1,151,30S ribosomal protein S9
3431,Rv3443c,mra:MRA_3484,A5U8B9,chromosome,NC_000962.3,3861947,3862390,-,887584,rplM,NP_217960.1,147,50S ribosomal protein L13
3432,Rv3444c,mra:MRA_3485,A5U8C0,chromosome,NC_000962.3,3862624,3862926,-,887587,esxT,NP_217961.1,100,ESAT-6 like protein EsxT
3433,Rv3445c,mra:MRA_3486,A5U8C1,chromosome,NC_000962.3,3862947,3863264,-,887585,esxU,NP_217962.2,105,ESAT-6 like protein EsxU
3434,Rv3446c,mra:MRA_3487,A5U8C2,chromosome,NC_000962.3,3863317,3864531,-,887586,,NP_217963.1,404,hypothetical protein Rv3446c
3435,Rv3447c,mra:MRA_3488,A5U8C3,chromosome,NC_000962.3,3864528,3868238,-,887581,eccC4,NP_217964.1,1236,ESX-4 secretion system protein EccC4
3436,Rv3448,mra:MRA_3489,A5U8C4,chromosome,NC_000962.3,3868352,3869755,+,887624,eccD4,NP_217965.1,467,ESX-4 secretion system protein EccD4
